prop_name,prop_type,street,zipcode,bathroom,bedroom
Spacious clean room in a great area,Apartment,"Baker St, San Francisco, CA 94117, United States",94117,1,1
Open studio across Golden Gate Park in the Haight,Apartment,"Stanyan Street, San Francisco, CA 94117, United States",94117,1,0
"Private Bathroom, Garden Oasis",Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Classic San Francisco Flat (30 day min),Apartment,"Cole Street, San Francisco, CA 94117, United States",94117,1.5,3
Former b&b in the heart of S.F.,House,"Belvedere Street, San Francisco, CA 94117, United States",94117,0,1
Quiet Luxury in Central San Francisco,Townhouse,"Shrader Street, San Francisco, CA 94117, United States",94117,1,1
1 Bedroom Apt in Lower Haight,Apartment,"Broderick Street, San Francisco, CA 94117, United States",94117,1,1
"Brand new, modern studio",Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,0
2br (3 BEDS) - On Park - By Haight,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1,2
"Fulton living. Perfect spot ""U""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
Entire Haight/Castro Apartment,Apartment,"Alpine Terrace, San Francisco, CA 94117, United States",94117,1,1
Large room with its own bathroom & 2 beds.,Condominium,"Ashbury Street, San Francisco, CA 94117, United States",94117,1,1
Sunny Mid Century flat,Apartment,"Belvedere Street, San Francisco, CA 94117, United States",94117,1,1
Spacious cozy bright apt. in Castro,Apartment,"14th Street, San Francisco, CA 94114, United States",94114,1,1
Charming one bedroom,Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
"1 bedroom, sleeps 4 Great Location",Condominium,"Masonic Avenue, San Francisco, CA 94117, United States",94117,1,1
Perfect Large/Multi-Family Getaway,House,"Page Street, San Francisco, CA 94117, United States",94117,1.5,4
"Small, Simple & Lovely in NoPA",Apartment,"Lyon Street, San Francisco, CA 94117, United States",94117,1,1
Elegant Victorian Flat in Haight ,Apartment,"Waller St, San Francisco, CA 94117, United States",94117,1,1
3 bedroom Classic Victorian NoPa,House,"Central Avenue, San Francisco, CA 94117, United States",94117,1.5,3
Perfect for You!,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1,1
4 BR/3 BA Victorian in Top Location,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,3,4
"Cole Vly House, quiet street views",House,"Belgrave Ave, San Francisco, CA 94117, United States",94117,2.5,4
"Bright 1 Bedroom Apt, Alamo Square",Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
1 Bedroom available in Ashbury Heights House,House,"Masonic Avenue, San Francisco, CA 94117, United States",94117,1,1
Cole Valley Vista- Live the city!,House,"Belvedere Street, San Francisco, CA 94117, United States",94117,2,2
Peaceful Sanctuary in The Heart of Haight/Ashbury,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,0
"Lovely, Bright Rm. in Edwardian Apt",Apartment,"Carl Street, San Francisco, CA 94117, United States",94117,1.5,1
"Large Private Room, Huge Windows",House,"Ashbury St, San Francisco, CA 94117, United States",94117,1,1
Alamo Square Victorian I.,Apartment,"Divisadero Street, San Francisco, CA 94117, United States",94117,1.5,1
One Block to Haight Str Shops Bus Buena Vista Park,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Zen Living 2bd/2ba in NOPA,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,2,2
Sunny Room in Victorian Mansion,House,"Fell Street, San Francisco, CA 94117, United States",94117,1,1
Private Room in Beautiful NOPA Home,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
NOPA/HAIGHT Family Friendly!,Condominium,"Hayes Street, San Francisco, CA 94117, United States",94117,1,2
At Home in Cole Valley,Apartment,"Carl Street, San Francisco, CA 94117, United States",94117,2,2
Modern Studio in the Heart of Haight Ashbury,Apartment,"Masonic Avenue, San Francisco, CA 94117, United States",94117,1,0
Quiet Condo at Golden Gate Park,Apartment,"Masonic Avenue, San Francisco, CA 94117, United States",94117,1,1
Panhandle Family Flat,Apartment,"Broderick Street, San Francisco, CA 94117, United States",94117,1,3
"Fulton room, Starbucks and markets ""S""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
"Edwardian condo, master bedroom",Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
3 bdrm Cole Valley Flat -SB Weekend,Apartment,"Cole Street, San Francisco, CA 94117, United States",94117,1,3
Bright private room in shared flat of house.,House,"Clayton Street, San Francisco, CA 94117, United States",94117,1,1
Sunny SF Flat with 5*s 15% Tax Incd,Apartment,"17th St, San Francisco, CA 94117, United States",94117,1.5,2
NEW 3-Bedroom SF Apartment,Apartment,"Carl Street, San Francisco, CA 94117, United States",94117,2,3
2 BR Home in San Francisco,House,"Shrader Street, San Francisco, CA 94117, United States",94117,2,2
2 bed/2 bath Great Location,Condominium,"Masonic Avenue, San Francisco, CA 94117, United States",94117,2,2
Large flat in Cole Valley (w/cat),Apartment,"Parnassus Ave, San Francisco, CA 94117, United States",94117,,2
"Large, newly-remodeled NOPA studio",Apartment,"Lyon Street, San Francisco, CA 94115, United States",94115,1,0
"Huge Master Bedroom (quiet, clean)",Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Beautiful Victorian,Apartment,"Clayton Street, San Francisco, CA 94117, United States",94117,2,3
"Beautiful room, historic Victoria",Apartment,"Cole Street, San Francisco, CA 94117, United States",94117,1,1
Cheerful Private Garden Studio,Apartment,"Shrader St, San Francisco, CA 94117, United States",94117,1,1
Contemporary SF - Private Bath #1,Townhouse,"17th Street, San Francisco, CA 94114, United States",94114,1,1
Historic Sunny Cole Valley Flat,House,"Carl Street, San Francisco, CA 94117, United States",94117,2,3
"Bright, cozy and private room in Haight&Ashbury",Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
LARGE Room in SF NEW Apartment,Apartment,"Carl Street, San Francisco, CA 94117, United States",94117,1,1
"1 Bedroom in Beautiful, Convenient NOPA Apartment",Other,"Central Avenue, San Francisco, CA 94117, United States",94117,1,1
"Comfy private remodeled room NOPA ""O""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
"Cole Valley 2 BR Flat, Center of SF",Apartment,"Cole Street, San Francisco, CA 94117, United States",94117,1.5,2
Dapper Abode for 2/can do 4(tight),Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
"Bright, large NOPA apartment",Apartment,"Central Avenue, San Francisco, CA 94117, United States",94117,2,1
Spacious apt w/kitchen in Cole Valley,Apartment,"Clayton Street, San Francisco, CA 94117, United States",94117,1,1
Extra Large Room - Your Own Studio - 2,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Cozy Private Room in NOPA Edwardian,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1.5,1
Heart Of Haight & Ashbury,Apartment,"Haight Street, San Francisco, CA 94117, United States",94117,2,1
Cozy Quiet Gorgeous Cole Valley Apt,Apartment,"Shrader Street, San Francisco, CA 94117, United States",94117,1,1
Classic SF apartment - Perfect for Dreamforce,House,"Haight Street, San Francisco, CA 94117, United States",94117,1.5,4
3BR Huge Castro Home with Patios,Townhouse,"17th Street, San Francisco, CA 94114, United States",94114,2.5,3
Rare Loft in Victorian house,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
San Francisco - Beautiful 1899 Home,House,"Page Street, San Francisco, CA 94117, United States",94117,2.5,4
Beautiful Alamo Park flat w deck,Apartment,"Divisadero St, San Francisco, CA 94117, United States",94117,2,2
Comfy King in a restored Edwardian,House,"Hayes Street, San Francisco, CA 94117, United States",94117,1.5,1
1BR Modern Oasis in NOPA Victorian,Apartment,"Broderick Street, San Francisco, CA 94117, United States",94117,1,1
Modern Apartment in Central SF,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
2BR in the Upper Haight,Condominium,"Cole Street, San Francisco, CA 94117, United States",94117,1.5,2
Clean and comfy studio in Haight Ashbury,Apartment,"Oak Street, San Francisco, CA 94117, United States",94117,1,1
Cole Valley Apartment,Apartment,"Frederick Street, San Francisco, CA 94117, United States",94117,1,1
The Heart of SF: Haight St. Chalet,Apartment,"Cole Street, San Francisco, CA 94117, United States",94117,1,1
Private Room w/Big Balcony + Garden,Apartment,"Hayes St, San Francisco, CA 94117, United States",94117,1,1
"Serene NoPA, Golden Gate Park Apt.",Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,2
Stay on Corner of Haight & Ashbury,Apartment,"Ashbury Street, San Francisco, CA 94117, United States",94117,2,1
"Beautiful, Bright & Spacious. Perfect Location!",Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
The Sea Monster in Nopa,Condominium,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
The Blue Room,Apartment,"ashbury street, San Francisco, CA 94117, United States",94117,1,1
Luxurious Victorian Flat,House,"Page Street, San Francisco, CA 94117, United States",94117,2,2
Gorgeous 3rd floor flat in Cole Valley,Condominium,"Clayton Street, San Francisco, CA 94117, United States",94117,1,2
In The Heart of Haight/Ashbury #1,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Haight Ashbury Painted Lady Studio,Condominium,"Page Street, San Francisco, CA 94117, United States",94117,1,0
"Muni and Sbux Spacious room ""A""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
Beautiful Room in the Haight!,Apartment,"San Francisco, CA, United States",,1,1
Immaculate and Bright Edwardian,Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
Charming Garden Unit - NOPA,Apartment,"Hayes St, SF, CA 94117, United States",94117,1,1
Charming Victorian studio in Nopa,Apartment,"Baker Street, San Francisco, CA 94117, United States",94117,1,0
"Grand Haight 4BR Victorian, Parking",House,"Masonic Avenue, San Francisco, CA 94117, United States",94117,2.5,4
Bright and Spacious 2 Bedroom,Apartment,"Clayton Street, San Francisco, CA 94117, United States",94117,1,2
Haight/Ashbury Victorian era apt.,Apartment,"Waller Street, San Francisco, CA 94117, United States",94117,1,2
Historic Haight/Ashbury Apartment,Apartment,"Central Ave, San Francisco, CA 94117, United States",94117,1,1
Artistic Room In A Welcoming Flat,Apartment,"Parnassus Avenue, San Francisco, CA 94117, United States",94117,1.5,1
Lovely Private Space in Music Room ,Apartment,"Hayes St, San Francisco, CA 94117, United States",94117,1,1
"Lovely, big room in Haight&Ashbury",Apartment,"San Francisco, CA, United States",,1,1
"Updated private room in upper Haight, SF",House,"Frederick Street, San Francisco, CA 94117, United States",94117,1,1
"Gorgeous, Modern NOPA, 2 bdr, Apt",Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,2
The Steve McQueen - New Kitchen,House,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
Updated Edwardian 2bd. Location!,Condominium,"Ashbury St, San Francisco, CA 94117, United States",94117,1,2
Haight Studio,Apartment,"Clayton Street, San Francisco, CA 94117, United States",94117,1,1
Classic Victorian in Ideal Location,Apartment,"Clayton St, San Francisco, CA 94117, United States",94117,1,1
Private room in super nice victorian apartment,Apartment,"Hayes Street, San Francisco, CA 94117, United States",94117,1,1
Classic 3 Br Victorian Appt in NOPA,Apartment,"Lyon Street, San Francisco, CA 94117, United States",94117,1.5,3
Bright Contemporary Urban Nest,House,"Castro Street, San Francisco, CA 94114, United States",94114,1,1
nice room in the upper haight,House,"Masonic Avenue, San Francisco, CA 94117, United States",94117,1.5,1
Sunny and spacious 2BR in NoPA,Apartment,"Hayes St, San Francisco, CA 94117, United States",94117,1,2
Private Entrance Garden Studio,Apartment,"Grove St, San Francisco, CA 94117, United States",94117,1,1
Spacious & quiet room in a cosy&safe neighborhood,House,"Clayton Street, San Francisco, CA 94117, United States",94117,1.5,1
"NOPA Remodeled room location ""P""",Apartment,"Fulton Street, San Francisco, CA 94117, United States",94117,2,1
Beautiful renovated SF Victorian,House,"Broderick Street, San Francisco, CA 94117, United States",94117,2.5,3
Furnished room in condo,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Bright private room with bathroom,Bed & Breakfast,"Haight Street, San Francisco, CA 94117, United States",94117,1,1
Modern Spacious Victorian,Apartment,"Cole Street, San Francisco, CA 94117, United States",94117,2,2
Welcome to The Jungalow,Apartment,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
A Cole Valley cubby,House,"Cole Street, San Francisco, CA 94117, United States",94117,1,1
Luxe Modern Cole Valley Victorian ,Apartment,"Clayton Street, San Francisco, CA 94117, United States",94117,1.5,3
Private Master Bedroom in Beautiful Victorian Flat,House,"Grove Street, San Francisco, CA 94117, United States",94117,1,1
"USF, Panhandle 2 Bedroom One Bath",Apartment,"Ashbury Street, San Francisco, CA 94117, United States",94117,1,2
"Your Own Private, Cozy Room in Flat",Apartment,"Hayes St, San Francisco, CA 94117, United States",94117,1,1
Private Room in Charming Victorian,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,1,1
SPACIOUS & LUXURIOUS 2-LEVEL CONDO,Apartment,"Fell Street, San Francisco, CA 94117, United States",94117,2.5,4
Haight Ashbury Experience Room 4,House,"Clayton St, San Francisco, CA 94117, United States",94117,2,1
"Bright, charming private bedroom w master bathroom",Apartment,"Baker Street, San Francisco, CA 94117, United States",94117,1,1
Victorian Flat amongst the Trees.,Apartment,"Delmar St, San Francisco, CA 94117, United States",94117,1,3
"Cozy, affordable room in Victorian",Apartment,"Masonic Avenue, San Francisco, CA 94117, United States",94117,1.5,1
A Friendly Hotel Apartment Style,House,"Carl St, San Francisco, CA 94117, United States",94117,4,1
Haight Ashbury Edwardian condo: 1BD,Apartment,"Page Street, San Francisco, CA 94117, United States",94117,1,1
Stylish 1 bedroom in top location!,Apartment,"Broderick Street, San Francisco, CA 94117, United States",94117,1,1
DOWNEY STREET - Victorian Flat,Apartment,"Downey St, San Francisco, CA 94117, United States",94117,1,1
Beautiful Modern 2BR/2BA in NOPA,Apartment,"Divisadero Street, San Francisco, CA 94117, United States",94117,2,2
"Top of the World, Rooftop Studio",Apartment,"Broderick Street, San Francisco, CA 94117, United States",94117,1,0
Best location in San Francisco,House,"Piedmont St, San Francisco, CA 94117, United States",94117,1,1
Spacious Bed and Bath Suite in Historic Victorian,House,"Baker Street, San Francisco, CA 94117, United States",94117,1,1
Charming Family Friendly NOPA Flat,Condominium,"Cole Street, San Francisco, CA 94117, United States",94117,1,2
