number_of_reviews,reviews_score_rating,reviews_per_month
134,96,3.54
18,100,1.34
23,93,0.91
2,100,1.43
98,92,2.5
48,96,1.57
285,99,3.78
16,95,0.87
61,87,3.29
4,85,0.9
79,81,1.7
48,97,1.17
9,93,0.79
45,98,1.81
263,98,3.49
116,98,3.16
17,88,1.06
8,97,1
48,96,4.44
58,89,0.82
6,100,0.08
15,93,0.92
4,80,2.07
4,100,0.57
14,94,2.51
12,98,1.55
37,96,0.84
67,94,4.1
80,93,2.11
124,86,4.18
88,97,5.28
137,96,5.95
48,98,0.79
190,97,5.75
177,96,3.38
47,94,2.83
22,96,0.99
6,93,1.2
34,95,1.73
40,89,0.71
135,90,3.21
33,92,0.8
45,95,0.8
8,98,1.18
22,99,2.75
16,97,1.37
24,98,0.57
85,91,2.87
4,100,1.35
8,95,0.53
11,89,6.88
10,88,2.04
5,88,0.15
49,98,1.57
83,99,1.85
18,97,2.87
10,96,0.56
11,98,0.82
40,97,1.25
96,93,5.73
7,97,0.69
97,99,4.44
74,98,4.43
13,72,1.78
68,96,4.08
20,91,0.84
50,90,1.01
49,89,1.79
81,95,4.85
102,98,3.31
3,80,0.55
17,99,0.99
3,73,0.36
22,95,1.92
13,92,0.25
290,98,4.41
15,95,2.63
10,93,0.46
75,97,4.05
81,95,2.49
17,78,2.32
34,99,4.03
49,97,4.12
33,98,2.79
4,85,1.69
3,73,0.45
12,93,1.61
5,96,0.68
10,96,0.24
15,97,5.49
60,99,2.15
2,80,0.1
13,100,3.55
14,98,0.27
130,97,5.45
90,96,4.32
8,83,0.54
14,96,1.65
39,94,0.95
3,100,1.5
7,100,0.23
6,93,2.31
28,98,2.9
7,94,0.3
31,82,2.35
24,94,1.04
124,99,2.87
6,97,1.19
176,94,2.15
144,93,3.12
12,96,2.26
4,95,0.75
103,97,6.01
211,97,6.38
3,94,0.07
12,100,0.42
13,72,0.65
74,97,4.6
16,91,1.16
5,90,2.08
79,97,3.05
32,94,0.62
87,98,6.33
17,99,1.01
2,94,0.04
11,98,2.29
40,96,2.53
44,97,1.26
12,96,1.25
24,96,2.47
14,89,2.22
180,92,3.73
4,100,0.75
8,100,0.75
7,71,0.93
54,98,1.54
6,100,0.72
25,99,1.87
39,95,3.31
238,97,3.85
40,99,4.71
7,94,0.16
82,90,2.07
38,96,2.18
11,98,1.45
14,96,1.04
10,100,0.4
20,90,0.57
20,75,2.7
25,96,1.05
41,96,3.82
106,98,3.59
25,98,0.82
7,89,1.54
223,97,5.66
2,100,0.92
62,94,1.44
51,97,3.24
11,98,0.68
28,96,0.65
22,93,1.22
46,82,1.06
66,97,3.85
7,100,0.63
5,96,0.33
65,97,0.95
3,88,0.05
111,88,3
20,93,0.48
2,100,0.83
109,93,6.65
5,96,0.42
4,95,0.55
13,94,0.76
27,93,0.76
8,95,0.73
14,97,0.46
23,87,2.23
4,100,1.21
7,97,0.15
92,99,2.37
29,95,7.77
15,92,0.53
1,,0.12
92,85,5.03
4,80,0.42
11,96,1.86
92,96,2.77
2,80,0.08
88,97,2.87
16,81,0.37
